Item#, Price , Net ,Description,Wt. (LB),CuFt,Page
1935-1*5," $ 1,728.00 ",,5PC SET (QB+2NS+DR+MR),751.30,98.51,B-12
1935-1*9," $ 1,948.00 ",,5PC SET (QB+NS+DR+MR+CH),870.10,119.91,B-12
1935-110*, $ 599.00 ,,(2) DOUBLE PEDESTAL TABLE,343.20,46.80,D-9
1935-76*, $ 499.00 ,,(2) ROUND/OVAL PEDESTAL TABLE,237.60,29.22,D-10
1935A, $ 135.00 ,,ARM CHAIR,44.00,4.82,D-9
1935S, $ 125.00 ,,SIDE CHAIR,39.60,4.82,D-9
1935-50*," $ 1,199.00 ",,(2) BUFFET & HUTCH,587.40,98.46,D-9
1935-55, $ 609.12 ,,BUFFET / SERVER,301.40,47.53,D-10
1935-110*5," $ 1,099.00 ",,5PC SET (TABLE + 4 SIDE CHAIRS),501.60,66.08,D-9
1935-110*7," $ 1,369.00 ",,7PC SET (TABLE + 2 ARM CHAIRS + 4 SIDE CHAIRS),589.60,75.72,D-9
1935-76*5, $ 999.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),396.00,48.50,D-10
19359-1, $ 599.00 , Net ,CHAIR,129.14,51.44,S-86
19359-2, $ 699.00 , Net ,LOVE SEAT,167.20,74.16,S-86
19359-3, $ 719.00 , Net ,SOFA,220.00,88.09,S-86
1936K-1CK*, $ 179.00 ,,(2) CAL KING BED,137.82,10.80,B-126
1936K-1EK*, $ 179.00 ,,(2) EASTERN KING BED,134.49,10.40,B-126
1936-1*, $ 119.00 ,,(2) QUEEN BED,125.69,8.65,B-126
1936F-1*, $ 119.00 ,,(2) FULL BED,114.40,7.78,Y-22
1936T-1*, $ 109.00 ,,(2) TWIN BED,99.00,6.17,Y-22
1936-4, $ 59.00 ,,NIGHT STAND,48.51,6.14,B-126
1936-5, $ 149.00 ,,DRESSER,136.71,22.50,B-126
1936-6, $ 32.00 ,,MIRROR,28.67,2.40,B-126
1936-9, $ 119.00 ,,CHEST,116.87,17.70,B-126
1936-1*4, $ 359.00 ,,4PC SET (QB+NS+DR+MR),339.58,39.69,B-126
1936-1*5, $ 418.00 ,,5PC SET (QB+2NS+DR+MR),388.09,45.83,B-126
1936-1*9, $ 478.00 ,,5PC SET (QB+NS+DR+MR+CH),456.45,57.39,B-126
1936T-1*4, $ 349.00 ,,4PC SET (TB+NS+DR+MR),312.89,37.21,Y-22
1936T-1*5, $ 408.00 ,,5PC SET (TB+2NS+DR+MR),361.40,43.35,Y-22
1936T-1*9, $ 468.00 ,,5PC SET (TB+NS+DR+MR+CH),429.76,54.91,Y-22
1946K-1CK*, $ 549.00 ,,(4) CAL KING CANOPY POSTER BED,269.28,31.77,B-18
1946K-1EK*, $ 549.00 ,,(4) EASTERN KING CANOPY POSTER BED,266.20,30.96,B-18
1946-1*, $ 449.00 ,,(4) QUEEN CANOPY POSTER BED,246.40,27.44,B-18
1946-4, $ 179.00 ,,NIGHT STAND,117.70,13.63,B-18
1946-5, $ 379.00 ,,DRESSER,213.40,42.08,B-18
1946-6, $ 92.00 ,,MIRROR,41.80,4.55,B-18
1946-9, $ 339.00 ,,CHEST,226.60,37.09,B-18
1946-1*4," $ 1,099.00 ",,4PC SET (QB+NS+DR+MR),619.30,87.69,B-18
1946-1*5," $ 1,278.00 ",,5PC SET (QB+2NS+DR+MR),737.00,101.32,B-18
1946-1*9," $ 1,438.00 ",,5PC SET (QB+NS+DR+MR+CH),845.90,124.78,B-18
1947-96, $ 279.00 ,,"TRESTLE DINING TABLE, 20"" LEAF",183.70,23.48,D-16
1947A, $ 90.00 ,,"ARM CHAIR, BEIGE FABRIC",28.05,4.60,D-16
1947S, $ 80.00 ,,"SIDE CHAIR, BEIGE FABRIC",25.30,4.60,D-16
1947-40, $ 299.00 ,,SERVER,173.80,28.39,D-16
1947-50*, $ 499.00 ,,(2) BUFFET & HUTCH,313.50,52.11,D-16
1947-96*5, $ 599.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),284.90,41.89,D-16
1947-96*7, $ 779.00 ,,7PC SET (TABLE + 2 ARM CHAIRS + 4 SIDE CHAIRS),341.00,51.10,D-16
1949K-1CK*, $ 299.00 ,,(3) CAL KING BED,176.00,23.49,B-109
1949K-1EK*, $ 299.00 ,,(3) EASTERN KING BED ,169.40,22.79,B-109
1949-1*, $ 219.00 ,,(3) QUEEN BED,147.40,18.54,B-109
1949-4, $ 89.00 ,,NIGHT STAND,55.00,7.30,B-109
1949-5, $ 209.00 ,,DRESSER,149.60,26.38,B-109
1949-6, $ 62.00 ,,MIRROR,44.00,5.70,B-109
1949-9, $ 170.00 ,,CHEST,129.80,23.63,B-109
1949-1*4, $ 579.00 ,,4PC SET (QB+NS+DR+MR),396.00,57.92,B-109
1949-1*5, $ 668.00 ,,5PC SET (QB+2NS+DR+MR),451.00,65.22,B-109
1949-1*9, $ 749.00 ,,5PC SET (QB+NS+DR+MR+CH),525.80,81.55,B-109
1955K-1CK*, $ 149.00 ,,(2) CAL KING BED,141.68,6.86,B-121
1955K-1EK*, $ 149.00 ,,(2) EASTERN KING BED,131.34,6.84,B-121
1955-1*, $ 109.00 ,,(2) QUEEN BED,110.88,5.82,B-121
1955F-1*, $ 109.00 ,,(2) FULL BED,110.22,5.34,Y-23
1955T-1*, $ 99.00 ,,(2) TWIN BED,91.74,4.46,Y-23
1955-4, $ 59.00 ,,NIGHT STAND,56.10,5.92,B-121
1955-5, $ 169.00 ,,DRESSER,153.12,22.74,B-121
1955-6, $ 32.00 ,,MIRROR,27.94,2.38,B-121
1955-9, $ 130.00 ,,CHEST,139.92,18.52,B-121
1955-1*4, $ 369.00 ,,4PC SET (QB+NS+DR+MR),348.04,36.87,B-121
1955-1*5, $ 428.00 ,,5PC SET (QB+2NS+DR+MR),404.14,42.78,B-121
1955-1*9, $ 499.00 ,,5PC SET (QB+NS+DR+MR+CH),487.96,55.39,B-121
1955T-1*4, $ 359.00 ,,4PC SET (TB+NS+DR+MR),328.90,35.51,Y-23
1955T-1*5, $ 418.00 ,,5PC SET (TB+2NS+DR+MR),385.00,41.42,Y-23
1955T-1*9, $ 489.00 ,,5PC SET (TB+NS+DR+MR+CH),468.82,54.03,Y-23
1957K-1CK*, $ 329.00 ,,"(3) CAL KING PLATFORM BED W/ FOOTBOARD STORAGE, ALL SOLID WOOD",261.80,16.88,B-90
1957K-1EK*, $ 329.00 ,,"(3) EASTERN KING PLATFORM BED W/ FOOTBOARD STORAGE, ALL SOLID WOOD",246.40,16.59,B-90
1957-1*, $ 249.00 ,,"(3) QUEEN PLATFORM BED  W/ FOOTBOARD STORAGE, ALL SOLID WOOD",206.80,17.45,B-90
1957-4, $ 109.00 ,,"NIGHT STAND, ALL SOLID WOOD",59.40,10.07,B-90
1957-5, $ 269.00 ,,"DRESSER, ALL SOLID WOOD",163.90,31.97,B-90
1957-6, $ 53.00 ,,"MIRROR, ALL SOLID WOOD",30.80,2.19,B-90
1957-9, $ 219.00 ,,"CHEST, ALL SOLID WOOD",134.20,26.33,B-90
1957-1*4, $ 680.00 ,,4PC SET (QB+NS+DR+MR),460.90,61.68,B-90
1957-1*5, $ 789.00 ,,5PC SET (QB+2NS+DR+MR),520.30,71.75,B-90
1957-1*9, $ 899.00 ,,5PC SET (QB+NS+DR+MR+CH),595.10,88.01,B-90
1958K-1CK*, $ 399.00 ,,"(3) CAL KING BED, DARK GRAY BI-CAST VINYL HEADBOARD",202.40,22.55,B-31
1958K-1EK*, $ 399.00 ,,"(3) EASTERN KING BED, DARK GRAY BI-CAST VINYL HEADBOARD",193.60,21.88,B-31
1958-1*, $ 299.00 ,,"(3) QUEEN BED, DARK GRAY BI-CAST VINYL HEADBOARD",162.80,18.31,B-31
1958-4, $ 139.00 ,,NIGHT STAND,72.60,10.00,B-31
1958-5, $ 279.00 ,,DRESSER,180.40,31.65,B-31
1958-6, $ 73.00 ,,MIRROR,46.20,4.44,B-31
1958-9, $ 249.00 ,,CHEST,163.90,28.11,B-31
1958-14, $ 49.00 ,,VANITY STOOL,19.80,2.78,B-31
1958-15*, $ 425.00 ,,(4) VANITY SET W/ MIRRORS,279.40,33.59,B-31
1958-1*4, $ 790.00 ,,4PC SET (QB+NS+DR+MR),462.00,64.40,B-31
1958-1*5, $ 929.00 ,,5PC SET (QB+2NS+DR+MR),534.60,74.39,B-31
1958-1*9," $ 1,039.00 ",,5PC SET (QB+NS+DR+MR+CH),625.90,92.51,B-31
1958-96, $ 299.00 ,,"DINING TABLE, 18"" LEAF",184.80,19.36,D-21
1958A, $ 85.00 ,,"ARM CHAIR, P/U",63.80,4.08,D-21
1958S, $ 75.00 ,,"SIDE CHAIR, P/U",59.40,3.89,D-21
1958-40, $ 349.00 ,,SERVER,195.80,32.91,D-21
1958-50*, $ 699.00 ,,(2) BUFFET & HUTCH,430.10,78.82,D-21
1958-96*5, $ 599.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),422.40,34.92,D-21
1958-96*7, $ 769.00 ,,7PC SET (TABLE + 2 ARM CHAIRS + 4 SIDE CHAIRS),550.00,43.08,D-21
1961K-1CK*, $ 199.00 ,,(2) CAL KING BED,129.80,10.39,B-75
1961K-1EK*, $ 199.00 ,,(2) EASTERN KING BED ,125.40,9.99,B-75
1961-1*, $ 139.00 ,,(2) QUEEN BED,116.60,8.28,B-75
1961-4, $ 59.00 ,,NIGHT STAND,46.20,7.34,B-75
1961-5, $ 172.00 ,,DRESSER,151.80,28.18,B-75
1961-6, $ 29.00 ,,MIRROR,28.60,2.52,B-75
1961-9, $ 119.00 ,,CHEST,103.40,18.58,B-75
1961-1*4, $ 399.00 ,,4PC SET (QB+NS+DR+MR),343.20,46.31,B-75
1961-1*5, $ 458.00 ,,5PC SET (QB+2NS+DR+MR),389.40,53.65,B-75
1961-1*9, $ 518.00 ,,5PC SET (QB+NS+DR+MR+CH),446.60,64.89,B-75
1967KW-1CK*, $ 219.00 ,,(2) CAL KING BED W/BOOKCASE HEADBOARD,158.18,22.57,B-125
1967KW-1EK*, $ 219.00 ,,(2) EASTERN KING BED W/BOOKCASE HEADBOARD,151.80,22.27,B-125
1967W-1*, $ 149.00 ,,(2) QUEEN BED W/BOOKCASE HEADBOARD,134.20,18.38,B-125
1967W-4, $ 59.00 ,,NIGHT STAND,56.10,6.99,B-125
1967W-5, $ 169.00 ,,DRESSER,167.64,26.73,B-125
1967W-6, $ 72.00 ,,MIRROR W/STORAGE,50.60,6.11,B-125
1967W-9, $ 130.00 ,,CHEST,124.08,18.71,B-125
1967W-1*4, $ 449.00 ,,4PC SET (QB+NS+DR+MR),408.54,58.21,B-125
1967W-1*5, $ 508.00 ,,5PC SET (QB+2NS+DR+MR),464.64,65.20,B-125
1967W-1*9, $ 579.00 ,,5PC SET (QB+NS+DR+MR+CH),532.62,76.92,B-125
1968K-1CK*, $ 189.00 ,,(2) CAL KING BED,114.18,14.63,B-79
1968K-1EK*, $ 189.00 ,,(2) EASTERN KING BED,109.12,14.06,B-79
1968-1*, $ 139.00 ,,(2) QUEEN BED,89.65,11.77,B-79
1968F-1*, $ 139.00 ,,(2) FULL BED,84.92,10.73,B-79
1968-4, $ 69.00 ,,NIGHT STAND,56.10,8.06,B-79
1968-5, $ 159.00 ,,DRESSER,143.66,25.57,B-79
1968-6, $ 32.00 ,,MIRROR,30.25,3.20,B-79
1968-9, $ 139.00 ,,CHEST,116.27,20.07,B-79
1968-1*4, $ 399.00 ,,4PC SET (QB+NS+DR+MR),319.66,48.60,B-79
1968-1*5, $ 468.00 ,,5PC SET (QB+2NS+DR+MR),375.76,56.66,B-79
1968-1*9, $ 538.00 ,,5PC SET (QB+NS+DR+MR+CH),435.93,68.67,B-79
1977K-1CK*, $ 279.00 ,,(2) CAL KING BED,165.00,16.14,B-88
1977K-1EK*, $ 279.00 ,,(2) EASTERN KING BED,157.30,15.93,B-88
1977-1*, $ 199.00 ,,(2) QUEEN BED,132.00,13.37,B-88
1977F-1*, $ 199.00 ,,(2) FULL BED,113.30,11.60,Y-4
1977T-1*, $ 179.00 ,,(2) TWIN BED,95.70,10.70,Y-4
1977-4, $ 109.00 ,,NIGHT STAND,53.90,8.65,B-88
1977-5, $ 239.00 ,,DRESSER,143.00,28.83,B-88
1977-6, $ 52.00 ,,MIRROR,39.60,5.89,B-88
1977-7, $ 369.00 ,,ARMOIRE,356.00,40.48,B-88
1977-9, $ 199.00 ,,CHEST,123.20,25.32,B-88
1977-1*4, $ 599.00 ,,4PC SET (QB+NS+DR+MR),368.50,56.74,B-88
1977-1*5, $ 708.00 ,,5PC SET (QB+2NS+DR+MR),422.40,65.39,B-88
1977-1*9, $ 798.00 ,,5PC SET (QB+NS+DR+MR+CH),491.70,82.06,B-88
1977T-1*4, $ 579.00 ,,4PC SET (TB+NS+DR+MR),332.20,54.08,Y-4
1977T-1*5, $ 688.00 ,,5PC SET (TB+2NS+DR+MR),386.10,62.72,Y-4
1977T-1*9, $ 778.00 ,,5PC SET (TB+NS+DR+MR+CH),455.40,79.39,Y-4
1978KW-1CK*, $ 499.00 ,,(3) CAL KING BED,256.30,31.45,B-9
1978KW-1EK*, $ 499.00 ,,(3) EASTERN KING BED,244.20,31.17,B-9
1978W-1*, $ 399.00 ,,(3) QUEEN BED,213.40,27.23,B-9
1978W-4, $ 199.00 ,,NIGHT STAND,105.60,15.67,B-9
1978W-5, $ 389.00 ,,DRESSER,189.20,38.89,B-9
1978W-6, $ 112.00 ,,MIRROR,61.60,5.83,B-9
1978W-9, $ 349.00 ,,CHEST,182.60,33.42,B-9
1978W-1*4," $ 1,099.00 ",,4PC SET (QB+NS+DR+MR),569.80,87.61,B-9
1978W-1*5," $ 1,298.00 ",,5PC SET (QB+2NS+DR+MR),675.40,103.28,B-9
1978W-1*9," $ 1,448.00 ",,5PC SET (QB+NS+DR+MR+CH),752.40,121.03,B-9
1978W-112, $ 389.00 ,,"DINING TABLE, ASH & MAPPA BURL VENEER, 2 X 18"" EXTENSION",204.60,24.02,D-3
1978WA, $ 105.00 ,,ARM CHAIR,31.90,4.57,D-3
1978WS, $ 100.00 ,,SIDE CHAIR,29.70,4.57,D-3
1978W-50*, $ 899.00 ,,(2) BUFFET & HUTCH,477.40,96.22,D-3
1978W-112*5, $ 789.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),323.40,42.30,D-3
1978W-112*7, $ 999.00 ,,7PC SET (TABLE + 2 ARM CHAIRS + 4 SIDE CHAIRS),387.20,51.44,D-3
1990RFK-1CKN*, $ 329.00 ,,(3) CAL KING BED,148.50,16.92,B-72
1990RFK-1EKN*, $ 329.00 ,,(3) EASTERN KING BED,141.90,16.12,B-72
1990RF-1N*, $ 249.00 ,,(3) QUEEN BED,115.50,13.53,B-72
1990RF-4, $ 109.00 ,,NIGHT STAND,57.20,11.46,B-72
1990RF-5, $ 259.00 ,,DRESSER,156.20,34.96,B-72
1990RF-6, $ 72.00 ,,MIRROR,37.40,3.52,B-72
1990RF-9, $ 209.00 ,,CHEST,132.00,27.81,B-72
1990RF-1N*4, $ 689.00 ,,4PC SET (QB+NS+DR+MR),366.30,63.47,B-72
1990RF-1N*5, $ 798.00 ,,5PC SET (QB+2NS+DR+MR),423.50,74.93,B-72
1990RF-1N*9, $ 898.00 ,,5PC SET (QB+NS+DR+MR+CH),498.30,91.28,B-72
2020FBK-1, $ 70.00 ,,"FULL METAL PLATFORM BED, BLACK & BROWN",56.10,3.71,Y-47
2020TBK-1, $ 50.00 ,,TWIN METAL PLATFORM BED,45.10,2.45,Y-47
2021FW-1, $ 70.00 ,,"FULL METAL PLATFORM BED, WHITE",58.30,3.36,Y-47
2021TW-1, $ 50.00 ,,TWIN METAL PLATFORM BED,41.80,2.45,Y-47
2024-1HB, $ 56.00 ,,"QUEEN / FULL HEADBOARD ONLY, FABRIC",49.50,2.21,Y-48
2024T-1HB, $ 50.00 ,,"TWIN HEADBOARD ONLY, FABRIC",31.90,1.57,Y-48
2025-1HB, $ 56.00 ,,"QUEEN / FULL HEADBOARD ONLY, FABRIC",49.50,2.21,Y-48
2025T-1HB, $ 50.00 ,,"TWIN HEADBOARD ONLY, FABRIC",31.90,1.57,Y-48
2026PU-1HB, $ 56.00 ,,"QUEEN / FULL HEADBOARD ONLY, P/U",49.50,2.21,Y-48
2026TPU-1HB, $ 50.00 ,,"TWIN HEADBOARD ONLY, P/U",31.90,1.57,Y-48
2039FW-1*, $ 179.00 ,,"(3) FULL BED, WHITE",102.96,10.45,Y-11
2039TW-1*, $ 149.00 ,,(3) TWIN BED,81.40,7.97,Y-11
2039W-4, $ 89.00 ,,"NIGHT STAND, WHITE",41.80,7.48,Y-11
2039W-5, $ 189.00 ,,DRESSER,110.00,23.60,Y-11
2039W-6, $ 72.00 ,,MIRROR,37.40,4.04,Y-11
2039W-9, $ 179.00 ,,CHEST,92.40,20.28,Y-11
2039TW-1*4, $ 499.00 ,,4PC SET (TB+NS+DR+MR),270.60,43.09,Y-11
2039TW-1*5, $ 588.00 ,,5PC SET (TB+2NS+DR+MR),312.40,50.57,Y-11
2039TW-1*9, $ 678.00 ,,5PC SET (TB+NS+DR+MR+CH),363.00,63.36,Y-11
2042-1*, $ 129.00 ,,"(2) QUEEN BED, BLACK P/U HEADBOARD",122.98,7.19,B-122
2042F-1*, $ 109.00 ,,"(2) FULL BED, BLACK P/U HEADBOARD",127.82,5.95,Y-24
2042T-1*, $ 89.00 ,,"(2) TWIN BED, BLACK P/U HEADBOARD",103.84,4.83,Y-24
2042-4, $ 55.00 ,,"NIGHT STAND, MELAMINE, BRW GRY/BLK",37.84,5.48,B-122
2042-5, $ 145.00 ,,DRESSER,132.00,20.97,B-122
2042-6, $ 31.00 ,,MIRROR,33.22,2.11,B-122
2042-9, $ 129.00 ,,CHEST,131.34,18.11,B-122
2042-1*4, $ 360.00 ,,4PC SET (QB+NS+DR+MR),326.04,35.75,B-122
2042-1*5, $ 415.00 ,,5PC SET (QB+2NS+DR+MR),363.88,41.23,B-122
2042-1*9, $ 489.00 ,,5PC SET (QB+NS+DR+MR+CH),457.38,53.86,B-122
2042T-1*4, $ 320.00 ,,4PC SET (TB+NS+DR+MR),306.90,33.39,Y-24
2042T-1*5, $ 375.00 ,,5PC SET (TB+2NS+DR+MR),344.74,38.87,Y-24
2042T-1*9, $ 449.00 ,,5PC SET (TB+NS+DR+MR+CH),438.24,51.50,Y-24
2046K-1CK*, $ 209.00 ,,(3) CAL KING BED,101.20,14.01,B-87
2046K-1EK*, $ 209.00 ,,(3) EASTERN KING BED,95.70,13.52,B-87
2046-1*, $ 159.00 ,,(3) QUEEN BED,82.50,11.28,B-87
2046F-1*, $ 159.00 ,,(3) FULL BED,73.70,10.44,Y-3
2046T-1*, $ 139.00 ,,(3) TWIN BED,61.60,8.17,Y-3
2046-4, $ 69.00 ,,NIGHT STAND,38.50,8.20,B-87
2046-5, $ 179.00 ,,DRESSER,100.10,26.20,B-87
2046-6, $ 52.00 ,,MIRROR,31.90,5.08,B-87
2046-9, $ 179.00 ,,CHEST,93.50,24.40,B-87
2046-15, $ 149.00 ,,WRITING DESK,70.40,20.00,Y-3
2046-1*4, $ 459.00 ,,4PC SET (QB+NS+DR+MR),253.00,50.76,B-87
2046-1*5, $ 528.00 ,,5PC SET (QB+2NS+DR+MR),291.50,58.96,B-87
2046-1*9, $ 638.00 ,,5PC SET (QB+NS+DR+MR+CH),346.50,75.16,B-87
2046T-1*4, $ 439.00 ,,4PC SET (TB+NS+DR+MR),232.10,47.65,Y-3
2046T-1*5, $ 508.00 ,,5PC SET (TB+2NS+DR+MR),270.60,55.85,Y-3
2046T-1*9, $ 618.00 ,,5PC SET (TB+NS+DR+MR+CH),325.60,72.05,Y-3
2047FBK-1, $ 69.00 ,,"FULL METAL PLATFORM BED, BLACK FRAME",57.00,3.50,Y-44
2047TBK-1, $ 49.00 ,,"TWIN METAL PLATFORM BED, BLACK FRAME",42.00,2.60,Y-44
2048FW-1, $ 69.00 ,,"FULL METAL PLATFORM BED, WHITE FRAME",57.00,3.50,Y-44
2048TW-1, $ 49.00 ,,"TWIN METAL PLATFORM BED, WHITE FRAME",42.00,2.60,Y-44
2049F-1, $ 89.00 ,,"FULL METAL PLATFORM BED, SILVER FRAME",57.00,4.82,Y-45
2049T-1, $ 69.00 ,,"TWIN METAL PLATFORM BED, SILVER FRAME",42.00,3.54,Y-45
2050F-1, $ 89.00 ,,"FULL METAL PLATFORM BED, BLACK FRAME",57.00,5.27,Y-45
2050T-1, $ 69.00 ,,"TWIN METAL PLATFORM BED, BLACK FRAME",42.00,3.87,Y-45
2051FBK-1, $ 69.00 ,,"TWIN METAL PLATFORM BED, BLACK FRAME",59.00,3.50,Y-46
2051TBK-1, $ 49.00 ,,"TWIN METAL PLATFORM BED, BLACK FRAME",44.00,2.60,Y-46
2052FW-1, $ 69.00 ,,"FULL METAL PLATFORM BED, WHITE FRAME",59.00,3.50,Y-46
2052TW-1, $ 49.00 ,,"TWIN METAL PLATFORM BED, WHITE FRAME",44.00,2.60,Y-46
2124K-1CK*, $ 389.00 ,,(3) CAL KING BED,198.00,22.50,B-111
2124K-1EK*, $ 389.00 ,,(3) EASTERN KING BED,191.40,22.00,B-111
2124-1*, $ 299.00 ,,(3) QUEEN BED,170.50,18.10,B-111
2124-4, $ 112.00 ,,NIGHT STAND,72.60,9.80,B-111
2124-5, $ 269.00 ,,DRESSER,184.80,29.20,B-111
2124-6, $ 85.00 ,,MIRROR,39.60,4.70,B-111
2124-9, $ 225.00 ,,CHEST,154.00,25.40,B-111
2124-1*4, $ 765.00 ,,4PC SET (QB+NS+DR+MR),467.50,61.80,B-111
2124-1*5, $ 877.00 ,,5PC SET (QB+2NS+DR+MR),540.10,71.60,B-111
2124-1*9, $ 990.00 ,,5PC SET (QB+NS+DR+MR+CH),621.50,87.20,B-111
2145K-1CK*, $ 149.00 , Net ,"(3) CAL KING BED, P/U",112.20,9.57,B-124
2145K-1EK*, $ 149.00 , Net ,"(3) EASTERN KING BED, P/U",101.20,9.03,B-124
2145-1*, $ 99.00 , Net ,"(3) QUEEN BED, P/U",90.20,7.56,B-124
2145F-1*, $ 99.00 , Net ,"(3) FULL BED, P/U",81.40,6.85,Y-21
2145T-1*, $ 79.00 , Net ,"(3) TWIN BED, P/U",68.20,5.99,Y-21
2145-4, $ 49.00 , Net ,NIGHT STAND,30.80,6.32,B-124
2145-5, $ 119.00 , Net ,DRESSER,88.00,23.67,B-124
2145-6, $ 32.00 , Net ,MIRROR,24.20,2.06,B-124
2145-9, $ 100.00 , Net ,CHEST,72.60,18.92,B-124
2145-1*4, $ 299.00 , Net ,4PC SET (QB+NS+DR+MR),59.40,15.60,B-124
2145-1*5, $ 348.00 , Net ,5PC SET (QB+2NS+DR+MR),264.00,45.93,B-124
2145-1*9, $ 399.00 , Net ,5PC SET (QB+NS+DR+MR+CH),305.80,58.53,B-124
2145T-1*4, $ 279.00 , Net ,4PC SET (TB+NS+DR+MR),211.20,38.04,Y-21
2145T-1*5, $ 328.00 , Net ,5PC SET (TB+2NS+DR+MR),242.00,44.36,Y-21
2145T-1*9, $ 379.00 , Net ,5PC SET (TB+NS+DR+MR+CH),283.80,56.96,Y-21
2147K-1CK*, $ 165.00 , Net ,"(2) CAL KING BED, BROWN CHERRY",112.20,9.57,B-114
2147K-1EK*, $ 165.00 , Net ,"(2) EASTERN KING BED, BROWN CHERRY",101.20,9.03,B-114
2147-1*, $ 109.00 , Net ,"(2) QUEEN BED, BROWN CHERRY",90.20,7.56,B-114
2147F-1*, $ 109.00 , Net ,"(2) FULL BED, BROWN CHERRY",81.40,6.85,Y-15
2147T-1*, $ 99.00 , Net ,"(2) TWIN BED, BROWN CHERRY",68.20,5.99,Y-15
2147-4, $ 49.00 , Net ,NIGHT STAND,30.80,6.32,B-114
2147-5, $ 115.00 , Net ,DRESSER,88.00,23.67,B-114
2147-6, $ 26.00 , Net ,MIRROR,24.20,2.06,B-114
2147-9, $ 100.00 , Net ,CHEST,72.60,18.92,B-114
2147-12, $ 119.00 ,,"LINGERIE CHEST, HIDDEN DRAWER",59.40,15.60,B-114
2147-1*4, $ 299.00 , Net ,4PC SET (QB+NS+DR+MR),233.20,39.61,B-114
2147-1*5, $ 348.00 , Net ,5PC SET (QB+2NS+DR+MR),264.00,45.93,B-114
2147-1*9, $ 399.00 , Net ,5PC SET (QB+NS+DR+MR+CH),305.80,58.53,B-114
2147T-1*4, $ 289.00 , Net ,4PC SET (TB+NS+DR+MR),211.20,38.04,Y-15
2147T-1*5, $ 338.00 , Net ,5PC SET (TB+2NS+DR+MR),242.00,44.36,Y-15
2147T-1*9, $ 389.00 , Net ,5PC SET (TB+NS+DR+MR+CH),283.80,56.96,Y-15
2147KBK-1CK*, $ 185.00 ,,"(2) CAL KING BED, BLACK",101.20,9.57,B-115
2147KBK-1EK*, $ 185.00 ,,"(2) EASTERN KING BED, BLACK",101.20,9.03,B-115
2147BK-1*, $ 129.00 ,,"(2) QUEEN BED, BLACK",90.20,7.56,B-115
2147FBK-1*, $ 129.00 ,,"(2) FULL BED, BLACK",81.40,6.85,Y-17
2147TBK-1*, $ 119.00 ,,"(2) TWIN BED, BLACK",68.20,5.99,Y-17
2147BK-4, $ 59.00 ,,NIGHT STAND,30.80,6.32,B-115
2147BK-5, $ 139.00 ,,DRESSER,88.00,23.67,B-115
2147BK-6, $ 33.00 ,,MIRROR,24.20,2.06,B-115
2147BK-9, $ 125.00 ,,CHEST,72.60,18.92,B-115
2147BK-12, $ 119.00 ,,"LINGERIE CHEST, HIDDEN DRAWER",59.40,15.60,B-115
2147BK-1*4, $ 360.00 ,,4PC SET (QB+NS+DR+MR),233.20,39.61,B-115
2147BK-1*5, $ 419.00 ,,5PC SET (QB+2NS+DR+MR),264.00,45.93,B-115
2147BK-1*9, $ 485.00 ,,5PC SET (QB+NS+DR+MR+CH),305.80,58.53,B-115
2147TBK-1*4, $ 350.00 ,,4PC SET (TB+NS+DR+MR),211.20,38.04,Y-17
2147TBK-1*5, $ 409.00 ,,5PC SET (TB+2NS+DR+MR),242.00,44.36,Y-17
2147TBK-1*9, $ 475.00 ,,5PC SET (TB+NS+DR+MR+CH),283.80,56.96,Y-17
2147KSG-1CK*, $ 185.00 ,,"(2) CAL KING BED, STAINED GRAY",105.60,9.57,B-113
2147KSG-1EK*, $ 185.00 ,,"(2) EASTERN KING BED, STAINED GRAY",101.20,9.03,B-113
2147SG-1*, $ 129.00 ,,"(2) QUEEN BED, STAINED GRAY",90.20,7.56,B-113
2147FSG-1*, $ 129.00 ,,"(2) FULL BED, STAINED GRAY",81.40,6.85,Y-16
2147TSG-1*, $ 119.00 ,,"(2) TWIN BED, STAINED GRAY",90.20,5.99,Y-16
2147SG-4, $ 59.00 ,,NIGHT STAND,30.80,6.32,B-113
2147SG-5, $ 139.00 ,,DRESSER,88.00,23.67,B-113
2147SG-6, $ 33.00 ,,MIRROR,24.20,2.06,B-113
2147SG-9, $ 125.00 ,,CHEST,72.60,18.92,B-113
2147SG-12, $ 119.00 ,,"LINGERIE CHEST, HIDDEN DRAWER",59.40,15.60,B-113
2147SG-1*4, $ 360.00 ,,4PC SET (QB+NS+DR+MR),233.20,39.61,B-113
2147SG-1*5, $ 419.00 ,,5PC SET (QB+2NS+DR+MR),264.00,45.93,B-113
2147SG-1*9, $ 485.00 ,,5PC SET (QB+NS+DR+MR+CH),305.80,58.53,B-113
2147TSG-1*4, $ 350.00 ,,4PC SET (TB+NS+DR+MR),233.20,38.04,Y-16
2147TSG-1*5, $ 409.00 ,,5PC SET (TB+2NS+DR+MR),264.00,44.36,Y-16
2147TSG-1*9, $ 475.00 ,,5PC SET (TB+NS+DR+MR+CH),305.80,56.96,Y-16
